"","GSM4106225_1","GSM4106226_2","GSM4106227_3","GSM4106228_4","GSM4106229_5","GSM4106230_6","GSM4106231_7","GSM4106232_8","GSM4106233_9"
"17340654",4.69207370714719,4.17121454047782,4.26478551731302,4.17121454047782,3.98195925072469,4.03932827316434,4.37037854845717,4.64326507461684,3.87204151712088
"17251514",6.23117438146835,5.13553948747478,4.51095844570973,6.3694504206941,5.5645661213079,5.5645661213079,6.62701101388729,5.37065255973304,5.5645661213079
"17258642",2.75707813864134,2.33928666091392,2.88038310559146,3.58849444321549,2.57700721905021,3.17840896864897,2.64242937405747,4.46124613925518,2.48397302960639
"17324394",10.0591297911127,9.57273320083843,9.0718956309372,9.9957454661626,9.87269231279953,8.75620467364054,10.3720757668874,9.53992073757943,9.86183431788783
"17248892",4.85087629621335,4.93987799605212,4.58460673516837,5.1972923495597,5.02172223520443,4.97667169714602,5.10993331425624,4.95441645596817,4.62641323168881
"17524206",4.61026011966106,6.91600249755128,6.16515783877672,5.0234052632036,6.58099881475351,7.46548173693944,6.13990754533288,7.48011712900168,6.42562461891594
"17257591",10.0464323249672,8.02824351238636,8.55057254028457,9.99130134695234,8.32491821864857,8.89701680193883,9.45502043709315,8.37446957286284,9.09174393073084
"17471059",4.68978679144009,4.8320421346069,4.59912600751499,4.21787486740238,4.81539892882756,5.00959374951249,3.95308074803447,3.79119718602173,4.63244420408746
"17215372",6.60012822203738,6.48225561463187,6.79536384293691,5.97884307325811,5.34654725380563,6.12492671991343,5.86130593282755,6.2259855795972,5.27767554386831
"17321246",3.37590166299197,3.52184886368369,4.20625992091426,4.34334874982172,3.26280317694515,4.10617169753778,3.80739054171108,4.27434835458876,5.32136026571558
"17419407",9.09714009717877,7.60228746922973,7.48276241600846,8.41634165555588,7.68745385418104,8.08487045092668,8.02953671780615,8.10243784736551,7.96220350675477
"17484907",7.43231968263364,7.72489207385263,7.86882902411428,7.75592889312228,7.72489207385263,8.45869188360132,7.18099565884309,7.95094367553676,7.34626548604151
"17324398",6.73233078275186,7.10499218359892,6.60573606091436,7.23753524050864,7.1835219518504,5.88488839018053,7.41908303468434,7.06311765467005,5.90854620857743
"17213319",6.08249973242968,6.16020775117819,6.01461557646881,5.26511264613243,5.55633764924152,5.31214127934773,5.87596827113261,5.33546664329705,4.87922391668608
"17508591",10.2461093986988,8.58360380567352,9.19580574400091,10.3579924123408,8.78794917673873,9.75329386306734,10.4376251307635,8.95861162224181,9.76699171861039
"17304514",4.59656385004067,4.87684631462389,5.09925589613754,3.80130833075202,4.13865724427326,3.80567781133261,3.75598301824528,4.43693253073613,2.70654484731376
"17428797",7.82458914926619,7.25530798232234,7.65085899849871,7.43508883093612,6.97976736766373,6.95243137422467,7.469001872537,7.11374123699253,6.94128052276934
"17250740",7.69467441654667,6.91385856580143,5.79000846351971,7.64173207237354,7.15815730986448,7.26952190619203,7.37088121053748,7.18657275711989,6.62515872071272
"17344120",4.48923866002363,5.62198167701636,5.74874449677219,5.22478504747231,5.31782151908152,5.3549021576621,4.71991129568312,5.8101302681784,5.3549021576621
"17376276",7.38880664715919,7.74655185195948,7.10251363626584,7.17986662134129,7.69367578776444,7.34193217219986,7.2314072618174,7.99052460431299,7.77408435221679
"17324110",7.1560587745191,6.68420842730052,6.14338743538513,6.76348459372077,6.82111016606903,7.02290864508373,6.3980408751093,6.8196918052267,6.82674203510964
"17477426",5.89287202331824,6.72891313164633,5.97575105676295,6.21332507406455,6.69296051395484,5.55836115621052,6.83738985869944,7.08416352016968,5.78946148947359
"17477424",6.19528173134073,6.8253434383793,6.52199117431904,6.37751632472725,6.58322429083388,6.42725686770434,7.17481206972094,6.98490909535567,6.37063527970897
"17384619",5.76938287860589,5.30558534067423,4.93735951699972,5.04301454817968,5.00304011295519,4.48488958726196,6.53661137418023,6.19486442333652,3.39069491911096
"17435249",4.91685364848858,5.04219221092617,3.02038118990287,5.69807311227212,5.46556873965219,2.73665898943792,3.18383646246787,4.43310949952207,5.01399790189199
"17419411",7.38522977923595,7.14589805085549,6.23210110229683,7.28892509396022,7.15209843362598,6.4052271948921,7.45583024951329,7.26821587707455,6.53935776114231
"17409376",8.18688822782365,6.87869317946583,7.20114293339072,7.78182306245098,7.24588049474316,7.41424515755644,7.6993268477667,7.41424515755644,7.41424515755644
"17486805",8.79246728949936,8.87424160448509,8.91456682082447,8.55664650630474,8.64720584934859,8.36955101329776,8.61334107854949,8.61409473009981,8.35608049215327
"17483383",6.28097063181506,6.32367945788628,5.87248544774796,6.10220239955714,6.12545358215476,5.84686890158799,6.67774590645905,6.52331457055216,6.60764873471463
"17250744",9.71030516693669,9.4444067208642,9.04860940712213,9.62248809309454,9.092972356601,9.2668953497625,9.5113928421798,9.19966286576163,9.34163687703536
"17218680",9.13393297578182,9.6997780161381,9.15518864320807,9.47073556796718,8.92514426282968,9.28318274202248,9.84145103753387,9.32116357405715,8.90448505337286
"17426979",3.02011191686589,5.15329537527052,4.95383351402593,4.88791388162833,6.24223350180632,5.53671950625942,5.08927795748407,4.87764223206852,3.95636568226996
"17469939",6.30722025461266,7.1439217683392,7.12629622668606,6.77267162263301,7.38783973499506,7.31957844274513,6.65041146608967,7.51730149689677,7.12629622668606
"17376270",7.08599044076846,5.17290807176736,4.17994935873479,5.95496309214693,4.31605379558793,5.70733571781602,5.20809571381234,6.40729271928379,5.62456393178094
"17235582",6.9624280160799,6.58199663398556,6.26832615812698,6.55259632613053,6.16918018261768,6.99713946528059,6.093538235635,7.0680696173249,6.53599573991533
"17250742",6.55131861458717,6.54084029514295,6.24196692032321,7.45675442679771,6.35449659770711,6.70372798309936,6.59177685367986,7.03063100105155,7.07959877297979
"17339499",5.82628175115474,7.74165033501536,6.69390063352091,6.67235318812146,6.67162125100958,4.93140472207693,7.46847307533973,6.3012933892239,7.45562491875365
"17373380",5.4041715827795,5.67378767912835,5.58332285565306,6.05482432439661,5.35822080893257,6.48566868310146,5.94552848878809,5.67508201640579,5.30649774486427
"17213313",5.06844057133184,2.575780259335,3.35288466094305,5.4560062344919,4.75876779401313,3.60789386285648,3.53109772757893,4.68413527897983,3.01212192493243
"17419263",3.66271801461733,3.65957000659803,3.08109109712734,3.66271801461733,3.19024060758112,4.13645785649395,4.0859773849287,3.66271801461733,3.66271801461733
"17222564",11.0166733398348,9.32592218741519,9.83708094825625,10.6645649087559,9.24184958845687,9.32337025731101,10.1684112131452,10.2354367651953,10.1129452090376
"17339497",6.68326602275579,6.50718968405079,6.39778273069549,6.76282279372422,6.57010039034717,7.34594533009862,7.21190312972779,7.25645997242681,7.06088892474562
"17213593",5.63382497671211,6.77061859497533,6.54173655934375,6.36226531671644,6.37444986167715,6.61946585061842,6.41756677296307,6.05619722994561,5.74870204974282
"17512938",3.71749585072478,4.32162189097506,3.99457297546346,3.87013640527396,4.41484138069877,3.98228072057063,3.00562898570321,3.40966228335265,3.78304938679972
"17357717",8.22753738783419,7.37562204854222,7.0798656753532,8.06025480275504,6.88226632152649,7.34801856669896,8.10048088062974,7.61147698571628,7.24122224378621
"17260440",8.63410790403367,8.23247197484917,7.51784748515606,8.54566796421603,7.95557071521339,8.05360535138158,8.88870962808066,8.15689256186028,7.88694833250773
"17252845",4.26424582778434,3.73326754392116,3.527594145543,3.73788386378893,3.50614264215223,4.66538607433126,3.98872230398609,3.57679403858869,2.93848637682002
"17382530",5.55172943810014,4.87376688032767,5.38813963752057,5.09706315814872,5.70759483990278,4.97784539321228,5.05742698999417,5.33294287993046,4.6813856584141
"17309905",7.48759003170687,7.74345560995925,6.8120121765938,8.22083275568308,7.66525713096694,7.4396255571582,8.16665802934792,7.974223425405,7.75742922494515
"17475818",2.64987234946518,3.43095420761396,2.93188831835585,4.10988974457151,3.84277647250214,3.37629625779461,3.34476365763141,4.15945880120919,2.76103977654812
"17516383",11.8579453597537,11.2401248895812,11.2597570860452,11.8545170636085,11.0633876771943,10.9556221935315,11.8803110993925,11.6953967291295,11.2560278603751
"17319405",3.87174578112015,4.44899819525125,3.67043288492589,3.83068660945178,3.8499581708771,2.942017134715,4.21518393557189,5.09689748709004,3.76977147403876
